web-scraper-order,web-scraper-start-url,School Name,URL,State
"1647724905-316","https://searchenginesmarketer.com/company/resources/university-college-list/","Colorado State University","http://colostate.edu","CO"
"1647724905-837","https://searchenginesmarketer.com/company/resources/university-college-list/","Wor-Wic Community College","http://worwic.edu","MD"
"1647724905-220","https://searchenginesmarketer.com/company/resources/university-college-list/","Orange Coast College","http://orangecoastcollege.edu","CA"
"1647724905-1528","https://searchenginesmarketer.com/company/resources/university-college-list/","Villanova University","http://villanova.edu","PA"
"1647724905-574","https://searchenginesmarketer.com/company/resources/university-college-list/","Lake Forest College","http://lakeforest.edu","IL"
"1647724905-991","https://searchenginesmarketer.com/company/resources/university-college-list/","Washington University in Saint Louis","http://wustl.edu","MO"
"1647724905-1341","https://searchenginesmarketer.com/company/resources/university-college-list/","Lakeland Community College","http://lakelandcc.edu","OH"
"1647724905-1323","https://searchenginesmarketer.com/company/resources/university-college-list/","Cedarville University","http://cedarville.edu","OH"
"1647724905-93","https://searchenginesmarketer.com/company/resources/university-college-list/","Barstow Community College","http://barstow.edu","CA"
"1647724905-1777","https://searchenginesmarketer.com/company/resources/university-college-list/","New River Community College","http://nr.edu","VA"
"1647724905-1656","https://searchenginesmarketer.com/company/resources/university-college-list/","Central Texas College","http://ctcd.edu","TX"
"1647724905-119","https://searchenginesmarketer.com/company/resources/university-college-list/","Claremont McKenna College","http://cmc.edu","CA"
"1647724905-448","https://searchenginesmarketer.com/company/resources/university-college-list/","Berry College","http://berry.edu","GA"
"1647724905-961","https://searchenginesmarketer.com/company/resources/university-college-list/","Lincoln University","http://lincolne.edu","MO"
"1647724905-482","https://searchenginesmarketer.com/company/resources/university-college-list/","Piedmont College","http://piedmont.edu","GA"
"1647724905-57","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Central Arkansas","http://uca.edu","AR"
"1647724905-1289","https://searchenginesmarketer.com/company/resources/university-college-list/","Stony Brook University","http://stonybrook.edu","NY"
"1647724905-1627","https://searchenginesmarketer.com/company/resources/university-college-list/","Tennessee State University","http://tnstate.edu","TN"
"1647724905-1700","https://searchenginesmarketer.com/company/resources/university-college-list/","South Texas College","http://southtexascollege.edu","TX"
"1647724905-1434","https://searchenginesmarketer.com/company/resources/university-college-list/","Western Oregon University","http://wou.edu","OR"
"1647724905-859","https://searchenginesmarketer.com/company/resources/university-college-list/","Alpena Community College","http://alpenacc.edu","MI"
"1647724905-1688","https://searchenginesmarketer.com/company/resources/university-college-list/","Our Lady of the Lake University","http://ollusa.edu","TX"
"1647724905-1077","https://searchenginesmarketer.com/company/resources/university-college-list/","University of North Carolina Pembroke","http://uncp.edu","NC"
"1647724905-1716","https://searchenginesmarketer.com/company/resources/university-college-list/","Temple College","http://templejc.edu","TX"
"1647724905-294","https://searchenginesmarketer.com/company/resources/university-college-list/","Western University of Health Sciences","http://westernu.edu","CA"
"1647724905-1108","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Nebraska at Kearney","http://unk.edu","NE"
"1647724905-1508","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Pittsburgh","http://pitt.edu","PA"
"1647724905-776","https://searchenginesmarketer.com/company/resources/university-college-list/","Salem State University","http://salemstate.edu","MA"
"1647724905-1737","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Texas at El Paso","http://utep.edu","TX"
"1647724905-202","https://searchenginesmarketer.com/company/resources/university-college-list/","Los Medanos College","http://losmedanos.edu","CA"
"1647724905-756","https://searchenginesmarketer.com/company/resources/university-college-list/","Lesley University","http://lesley.edu","MA"
"1647724905-894","https://searchenginesmarketer.com/company/resources/university-college-list/","Oakland Univeristy","http://oakland.edu","MI"
"1647724905-755","https://searchenginesmarketer.com/company/resources/university-college-list/","College of the Holy Cross","http://holycross.edu","MA"
"1647724905-1373","https://searchenginesmarketer.com/company/resources/university-college-list/","Walsh University","http://walsh.edu","OH"
"1647724905-879","https://searchenginesmarketer.com/company/resources/university-college-list/","Jackson College","http://jccmi.edu","MI"
"1647724905-1474","https://searchenginesmarketer.com/company/resources/university-college-list/","Keystone College","http://keystone.edu","PA"
"1647724905-1703","https://searchenginesmarketer.com/company/resources/university-college-list/","South Texas College of Law","http://stcl.edu","TX"
"1647724905-1300","https://searchenginesmarketer.com/company/resources/university-college-list/","Syracuse University","http://syr.edu","NY"
"1647724905-145","https://searchenginesmarketer.com/company/resources/university-college-list/","DeAnza College","http://deanza.edu","CA"
"1647724905-876","https://searchenginesmarketer.com/company/resources/university-college-list/","Henry Ford College","http://hfcc.edu","MI"
"1647724905-632","https://searchenginesmarketer.com/company/resources/university-college-list/","DePauw University","http://depauw.edu","IN"
"1647724905-1526","https://searchenginesmarketer.com/company/resources/university-college-list/","University of the Sciences in Philadelphia","http://usciences.edu","PA"
"1647724905-1602","https://searchenginesmarketer.com/company/resources/university-college-list/","Columbia State Community College","http://columbiastate.edu","TN"
"1647724905-409","https://searchenginesmarketer.com/company/resources/university-college-list/","Miami International University of Art and Design","http://mymiu.edu","FL"
"1647724905-1572","https://searchenginesmarketer.com/company/resources/university-college-list/","Orangeburg-Calhoun Technical College","http://octech.edu","SC"
"1647724905-928","https://searchenginesmarketer.com/company/resources/university-college-list/","Metropolitan State University","http://metrostate.edu","MN"
"1647724905-1067","https://searchenginesmarketer.com/company/resources/university-college-list/","Southeastern Baptist Theological Seminary","http://sebts.edu","NC"
"1647724905-878","https://searchenginesmarketer.com/company/resources/university-college-list/","Hope College","http://hope.edu","MI"
"1647724905-1161","https://searchenginesmarketer.com/company/resources/university-college-list/","Sussex County Community College","http://sussex.edu","NJ"
"1647724905-1479","https://searchenginesmarketer.com/company/resources/university-college-list/","Lancaster County Career and Technology Center","http://lancasterctc.edu","PA"
"1647724905-1099","https://searchenginesmarketer.com/company/resources/university-college-list/","Creighton University","http://creighton.edu","NE"
"1647724905-873","https://searchenginesmarketer.com/company/resources/university-college-list/","Finlandia University","http://finlandia.edu","MI"
"1647724905-1143","https://searchenginesmarketer.com/company/resources/university-college-list/","Mercer County Community  College","http://mccc.edu","NJ"
"1647724905-1773","https://searchenginesmarketer.com/company/resources/university-college-list/","James Madison University","http://jmu.edu","VA"
"1647724905-1642","https://searchenginesmarketer.com/company/resources/university-college-list/","Angelo State University","http://angelo.edu","TX"
"1647724905-1183","https://searchenginesmarketer.com/company/resources/university-college-list/","Sierra Nevada College","http://sierranevada.edu","NV"
"1647724905-1753","https://searchenginesmarketer.com/company/resources/university-college-list/","Brigham Young University","http://byu.edu","UT"
"1647724905-1570","https://searchenginesmarketer.com/company/resources/university-college-list/","Newberry College","http://newberry.edu","SC"
"1647724905-1027","https://searchenginesmarketer.com/company/resources/university-college-list/","Cape Fear Community College","http://cfcc.edu","NC"
"1647724905-1449","https://searchenginesmarketer.com/company/resources/university-college-list/","Chatham University","http://chatham.edu","PA"
"1647724905-295","https://searchenginesmarketer.com/company/resources/university-college-list/","Westmont College","http://westmont.edu","CA"
"1647724905-436","https://searchenginesmarketer.com/company/resources/university-college-list/","University of South Florida Sarasota-Manatee","http://usfsm.edu","FL"
"1647724905-311","https://searchenginesmarketer.com/company/resources/university-college-list/","Community College of Denver","http://ccd.edu","CO"
"1647724905-349","https://searchenginesmarketer.com/company/resources/university-college-list/","Sacred Heart University","http://sacredheart.edu","CT"
"1647724905-203","https://searchenginesmarketer.com/company/resources/university-college-list/","Los Rios Community College District","http://losrios.edu","CA"
"1647724905-1130","https://searchenginesmarketer.com/company/resources/university-college-list/","White Mountains Community College","http://wmcc.edu","NH"
"1647724905-1670","https://searchenginesmarketer.com/company/resources/university-college-list/","Howard Payne University","http://hputx.edu","TX"
"1647724905-366","https://searchenginesmarketer.com/company/resources/university-college-list/","Howard University","http://howard.edu","DC"
"1647724905-1684","https://searchenginesmarketer.com/company/resources/university-college-list/","North American University","http://northamerican.edu","TX"
"1647724905-1334","https://searchenginesmarketer.com/company/resources/university-college-list/","Heidelberg University","http://heidelberg.edu","OH"
"1647724905-1547","https://searchenginesmarketer.com/company/resources/university-college-list/","New England Institute of Technology","http://neit.edu","RI"
"1647724905-667","https://searchenginesmarketer.com/company/resources/university-college-list/","Butler Community College","http://butlercc.edu","KS"
"1647724905-942","https://searchenginesmarketer.com/company/resources/university-college-list/","United Theological Seminary of the Twin Cities","http://unitedseminary.edu","MN"
"1647724905-12","https://searchenginesmarketer.com/company/resources/university-college-list/","Enterprise State Community College","http://escc.edu","AL"
"1647724905-754","https://searchenginesmarketer.com/company/resources/university-college-list/","Harvard Business School","http://hbs.edu","MA"
"1647724905-128","https://searchenginesmarketer.com/company/resources/university-college-list/","California State University Bakersfield","http://csub.edu","CA"
"1647724905-1295","https://searchenginesmarketer.com/company/resources/university-college-list/","Jamestown Community College","http://sunyjcc.edu","NY"
"1647724905-1009","https://searchenginesmarketer.com/company/resources/university-college-list/","Fort Peck Community College","http://fpcc.edu","MT"
"1647724905-1061","https://searchenginesmarketer.com/company/resources/university-college-list/","Roanoke-Chowan Community College","http://roanokechowan.edu","NC"
"1647724905-1226","https://searchenginesmarketer.com/company/resources/university-college-list/","Fredonia University","http://fredonia.edu","NY"
"1647724905-300","https://searchenginesmarketer.com/company/resources/university-college-list/","Yuba Community College District","http://yccd.edu","CA"
"1647724905-469","https://searchenginesmarketer.com/company/resources/university-college-list/","Atlanta’s John Marshall Law School","http://johnmarshall.edu","GA"
"1647724905-1186","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Nevada Reno","http://unr.edu","NV"
"1647724905-591","https://searchenginesmarketer.com/company/resources/university-college-list/","Northwestern University","http://northwestern.edu","IL"
"1647724905-1428","https://searchenginesmarketer.com/company/resources/university-college-list/","Southwestern Oregon Community  College","http://socc.edu","OR"
"1647724905-1548","https://searchenginesmarketer.com/company/resources/university-college-list/","Providence College","http://providence.edu","RI"
"1647724905-1190","https://searchenginesmarketer.com/company/resources/university-college-list/","Alfred University","http://alfred.edu","NY"
"1647724905-500","https://searchenginesmarketer.com/company/resources/university-college-list/","Mid-Pacific Institute","http://midpac.edu","HI"
"1647724905-160","https://searchenginesmarketer.com/company/resources/university-college-list/","Fullerton  College","http://fullcoll.edu","CA"
"1647724905-1052","https://searchenginesmarketer.com/company/resources/university-college-list/","North Carolina School of Science and Mathematics","http://ncssm.edu","NC"
"1647724905-1159","https://searchenginesmarketer.com/company/resources/university-college-list/","Stevens Institute of Technology","http://stevens.edu","NJ"
"1647724905-1780","https://searchenginesmarketer.com/company/resources/university-college-list/","Old Dominion University","http://odu.edu","VA"
"1647724905-1842","https://searchenginesmarketer.com/company/resources/university-college-list/","North Seattle College","http://northseattle.edu","WA"
"1647724905-1812","https://searchenginesmarketer.com/company/resources/university-college-list/","Champlain College","http://champlain.edu","VT"
"1647724905-1546","https://searchenginesmarketer.com/company/resources/university-college-list/","Johnson and Wales University","http://jwu.edu","RI"
"1647724905-1611","https://searchenginesmarketer.com/company/resources/university-college-list/","Jackson State Community College","http://jscc.edu","TN"
"1647724905-842","https://searchenginesmarketer.com/company/resources/university-college-list/","College of the Atlantic","http://coa.edu","ME"
"1647724905-71","https://searchenginesmarketer.com/company/resources/university-college-list/","Phoenix College","http://phoenixcollege.edu","AZ"
"1647724905-1657","https://searchenginesmarketer.com/company/resources/university-college-list/","Culinary Institute LeNotre","http://culinaryinstitute.edu","TX"
"1647724905-195","https://searchenginesmarketer.com/company/resources/university-college-list/","Los Angeles Valley College","http://lavc.edu","CA"
"1647724905-1639","https://searchenginesmarketer.com/company/resources/university-college-list/","Abilene Christian University","http://acu.edu","TX"
"1647724905-492","https://searchenginesmarketer.com/company/resources/university-college-list/","University of North Georgia","http://ung.edu","GA"
"1647724905-1632","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Tennessee Knoxville","http://utk.edu","TN"
"1647724905-1868","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Washington","http://washington.edu","WA"
"1647724905-1516","https://searchenginesmarketer.com/company/resources/university-college-list/","Saint Joseph’s University","http://sju.edu","PA"
"1647724905-1325","https://searchenginesmarketer.com/company/resources/university-college-list/","Cincinnati State Technical and Community College","http://cincinnatistate.edu","OH"
"1647724905-1711","https://searchenginesmarketer.com/company/resources/university-college-list/","Texas A&M University Corpus Christi","http://tamucc.edu","TX"
"1647724905-610","https://searchenginesmarketer.com/company/resources/university-college-list/","Southern Illinois University Edwardsville","http://siue.edu","IL"
"1647724905-884","https://searchenginesmarketer.com/company/resources/university-college-list/","Lansing Community College","http://lcc.edu","MI"
"1647724905-1599","https://searchenginesmarketer.com/company/resources/university-college-list/","Bryan College","http://bryan.edu","TN"
"1647724905-1307","https://searchenginesmarketer.com/company/resources/university-college-list/","Utica College","http://utica.edu","NY"
"1647724905-360","https://searchenginesmarketer.com/company/resources/university-college-list/","American University","http://american.edu","DC"
"1647724905-96","https://searchenginesmarketer.com/company/resources/university-college-list/","Brandman University","http://brandman.edu","CA"
"1647724905-1203","https://searchenginesmarketer.com/company/resources/university-college-list/","Cobleskill University","http://cobleskill.edu","NY"
"1647724905-140","https://searchenginesmarketer.com/company/resources/university-college-list/","California State University Stanislaus","http://csustan.edu","CA"
"1647724905-1626","https://searchenginesmarketer.com/company/resources/university-college-list/","Southwest Tennessee Community College","http://tn.edu","TN"
"1647724905-329","https://searchenginesmarketer.com/company/resources/university-college-list/","University of the Rockies","http://rockies.edu","CO"
"1647724905-319","https://searchenginesmarketer.com/company/resources/university-college-list/","Fort Lewis College","http://fortlewis.edu","CO"
"1647724905-381","https://searchenginesmarketer.com/company/resources/university-college-list/","College of Central Florida","http://cf.edu","FL"
"1647724905-1184","https://searchenginesmarketer.com/company/resources/university-college-list/","Truckee Meadows Community College","http://tmcc.edu","NV"
"1647724905-796","https://searchenginesmarketer.com/company/resources/university-college-list/","Worcester State University","http://worcester.edu","MA"
"1647724905-383","https://searchenginesmarketer.com/company/resources/university-college-list/","Bethune-Cookman University","http://cookman.edu","FL"
"1647724905-1805","https://searchenginesmarketer.com/company/resources/university-college-list/","Virginia State University","http://vsu.edu","VA"
"1647724905-736","https://searchenginesmarketer.com/company/resources/university-college-list/","Berkshire Community College","http://berkshirecc.edu","MA"
"1647724905-1736","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Texas Dallas","http://utdallas.edu","TX"
"1647724905-121","https://searchenginesmarketer.com/company/resources/university-college-list/","Cogswell Polytechnical College","http://cogswell.edu","CA"
"1647724905-1281","https://searchenginesmarketer.com/company/resources/university-college-list/","The New York Conservatory for Dramatic Arts","http://sft.edu","NY"
"1647724905-980","https://searchenginesmarketer.com/company/resources/university-college-list/","Southeast Missouri State University","http://semo.edu","MO"
"1647724905-1419","https://searchenginesmarketer.com/company/resources/university-college-list/","Marylhurst University","http://marylhurst.edu","OR"
"1647724905-240","https://searchenginesmarketer.com/company/resources/university-college-list/","Rio Hondo College","http://riohondo.edu","CA"
"1647724905-257","https://searchenginesmarketer.com/company/resources/university-college-list/","Sierra College","http://sierracollege.edu","CA"
"1647724905-180","https://searchenginesmarketer.com/company/resources/university-college-list/","Irvine Valley College","http://ivc.edu","CA"
"1647724905-1452","https://searchenginesmarketer.com/company/resources/university-college-list/","Carnegie Mellon University","http://cmu.edu","PA"
"1647724905-748","https://searchenginesmarketer.com/company/resources/university-college-list/","Fitchburg State University","http://fitchburgstate.edu","MA"
"1647724905-1389","https://searchenginesmarketer.com/company/resources/university-college-list/","Oklahoma Christian University","http://oc.edu","OK"
"1647724905-1118","https://searchenginesmarketer.com/company/resources/university-college-list/","Phillips Exeter Academy","http://exeter.edu","NH"
"1647724905-1595","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Sioux Falls","http://usioxfalls.edu","SD"
"1647724905-523","https://searchenginesmarketer.com/company/resources/university-college-list/","Palmer College of Chiropractic","http://palmer.edu","IA"
"1647724905-1035","https://searchenginesmarketer.com/company/resources/university-college-list/","Elizabeth City State University","http://ecsu.edu","NC"
"1647724905-811","https://searchenginesmarketer.com/company/resources/university-college-list/","Harford Community College","http://harford.edu","MD"
"1647724905-346","https://searchenginesmarketer.com/company/resources/university-college-list/","University of New Haven","http://newhaven.edu","CT"
"1647724905-1369","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Dayton","http://udayton.edu","OH"
"1647724905-1638","https://searchenginesmarketer.com/company/resources/university-college-list/","King University","http://king.edu","TN"
"1647724905-1322","https://searchenginesmarketer.com/company/resources/university-college-list/","Cincinnati College of Mortuary Science","http://ccms.edu","OH"
"1647724905-601","https://searchenginesmarketer.com/company/resources/university-college-list/","Rock Valley College","http://rockvalleycollege.edu","IL"
"1647724905-1531","https://searchenginesmarketer.com/company/resources/university-college-list/","West  Chester University","http://wcupa.edu","PA"
"1647724905-832","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Maryland","http://umd.edu","MD"
"1647724905-1254","https://searchenginesmarketer.com/company/resources/university-college-list/","Mount Saint Marry College","http://msmc.edu","NY"
"1647724905-904","https://searchenginesmarketer.com/company/resources/university-college-list/","Alexandria Technical & Community College","http://alextech.edu","MN"
"1647724905-871","https://searchenginesmarketer.com/company/resources/university-college-list/","Eastern Michigan University","http://emich.edu","MI"
"1647724905-875","https://searchenginesmarketer.com/company/resources/university-college-list/","Grand Valley State University","http://gvsu.edu","MI"
"1647724905-1164","https://searchenginesmarketer.com/company/resources/university-college-list/","William Paterson University","http://wpunj.edu","NJ"
"1647724905-326","https://searchenginesmarketer.com/company/resources/university-college-list/","Pueblo Community College","http://pueblocc.edu","CO"
"1647724905-1826","https://searchenginesmarketer.com/company/resources/university-college-list/","Big Bend Community College","http://bigbend.edu","WA"
"1647724905-1615","https://searchenginesmarketer.com/company/resources/university-college-list/","The University of Memphis","http://memphis.edu","TN"
"1647724905-1359","https://searchenginesmarketer.com/company/resources/university-college-list/","Ohio Wesleyan University","http://owu.edu","OH"
"1647724905-1669","https://searchenginesmarketer.com/company/resources/university-college-list/","Howard College","http://howardcollege.edu","TX"
"1647724905-738","https://searchenginesmarketer.com/company/resources/university-college-list/","Brandeis University","http://brandeis.edu","MA"
"1647724905-1388","https://searchenginesmarketer.com/company/resources/university-college-list/","Northwestern Oklahoma State University","http://nwosu.edu","OK"
"1647724905-425","https://searchenginesmarketer.com/company/resources/university-college-list/","South Florida State College","http://southflorida.edu","FL"
"1647724905-501","https://searchenginesmarketer.com/company/resources/university-college-list/","AIB College of Business","http://aib.edu","IA"
"1647724905-1237","https://searchenginesmarketer.com/company/resources/university-college-list/","Institute of Design and Construction","http://idc.edu","NY"
"1647724905-708","https://searchenginesmarketer.com/company/resources/university-college-list/","University of the Cumberlands","http://ucumberlands.edu","KY"
"1647724905-1678","https://searchenginesmarketer.com/company/resources/university-college-list/","McLennan Community College","http://mclennan.edu","TX"
"1647724905-171","https://searchenginesmarketer.com/company/resources/university-college-list/","Hartnell College","http://hartnell.edu","CA"
"1647724905-1197","https://searchenginesmarketer.com/company/resources/university-college-list/","University at Buffalo","http://buffalo.edu","NY"
"1647724905-1497","https://searchenginesmarketer.com/company/resources/university-college-list/","Millersville University","http://millersville.edu","PA"
"1647724905-498","https://searchenginesmarketer.com/company/resources/university-college-list/","Chaminade University","http://chaminade.edu","HI"
"1647724905-1885","https://searchenginesmarketer.com/company/resources/university-college-list/","Northcentral  Technical College","http://ntc.edu","WI"
"1647724905-1607","https://searchenginesmarketer.com/company/resources/university-college-list/","Fisk University","http://fisk.edu","TN"
"1647724905-833","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Maryland University College","http://umuc.edu","MD"
"1647724905-1074","https://searchenginesmarketer.com/company/resources/university-college-list/","University of North Carolina Asheville","http://unca.edu","NC"
"1647724905-290","https://searchenginesmarketer.com/company/resources/university-college-list/","San Bernardino Valley College","http://valleycollege.edu","CA"
"1647724905-637","https://searchenginesmarketer.com/company/resources/university-college-list/","Hanover College","http://hanover.edu","IN"
"1647724905-697","https://searchenginesmarketer.com/company/resources/university-college-list/","Kentucky Christian University","http://kcu.edu","KY"
"1647724905-1094","https://searchenginesmarketer.com/company/resources/university-college-list/","United Tribes Technical College","http://utcc.edu","ND"
"1647724905-457","https://searchenginesmarketer.com/company/resources/university-college-list/","Darton State College","http://darton.edu","GA"
"1647724905-125","https://searchenginesmarketer.com/company/resources/university-college-list/","Contra Costa College","http://contracosta.edu","CA"
"1647724905-188","https://searchenginesmarketer.com/company/resources/university-college-list/","Los Angeles Mission College","http://lamission.edu","CA"
"1647724905-724","https://searchenginesmarketer.com/company/resources/university-college-list/","Southeastern Louisiana University","http://southeastern.edu","LA"
"1647724905-781","https://searchenginesmarketer.com/company/resources/university-college-list/","Springfield Technical Community College","http://stcc.edu","MA"
"1647724905-525","https://searchenginesmarketer.com/company/resources/university-college-list/","Simpson College","http://simpson.edu","IA"
"1647724905-1439","https://searchenginesmarketer.com/company/resources/university-college-list/","Butler County Community College","http://bc3.edu","PA"
"1647724905-1000","https://searchenginesmarketer.com/company/resources/university-college-list/","The University of Mississippi","http://olemiss.edu","MS"
"1647724905-1206","https://searchenginesmarketer.com/company/resources/university-college-list/","Concordia College New York","http://concordia-ny.edu","NY"
"1647724905-1621","https://searchenginesmarketer.com/company/resources/university-college-list/","Roane State Community College","http://roanestate.edu","TN"
"1647724905-1372","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Toledo","http://utoledo.edu","OH"
"1647724905-150","https://searchenginesmarketer.com/company/resources/university-college-list/","East Los Angeles College","http://elac.edu","CA"
"1647724905-1887","https://searchenginesmarketer.com/company/resources/university-college-list/","Silver Lake College of the Holy Family","http://sl.edu","WI"
"1647724905-1283","https://searchenginesmarketer.com/company/resources/university-college-list/","Saint John Fisher College","http://sjfc.edu","NY"
"1647724905-179","https://searchenginesmarketer.com/company/resources/university-college-list/","International Technological University","http://itu.edu","CA"
"1647724905-1624","https://searchenginesmarketer.com/company/resources/university-college-list/","Southern Adventist University","http://southern.edu","TN"
"1647724905-1155","https://searchenginesmarketer.com/company/resources/university-college-list/","Rowan University","http://rowan.edu","NJ"
"1647724905-56","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Arkansas","http://uark.edu","AR"
"1647724905-48","https://searchenginesmarketer.com/company/resources/university-college-list/","Phillips Community College U of A","http://pccua.edu","AR"
"1647724905-499","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Hawaii at Manoa","http://hawaii.edu","HI"
"1647724905-558","https://searchenginesmarketer.com/company/resources/university-college-list/","Illinois College of Optometry","http://ico.edu","IL"
"1647724905-1864","https://searchenginesmarketer.com/company/resources/university-college-list/","Wenatchee Valley College","http://wvc.edu","WA"
"1647724905-1393","https://searchenginesmarketer.com/company/resources/university-college-list/","Oral Roberts University","http://oru.edu","OK"
"1647724905-1319","https://searchenginesmarketer.com/company/resources/university-college-list/","Baldwin Wallace University","http://bw.edu","OH"
"1647724905-1217","https://searchenginesmarketer.com/company/resources/university-college-list/","Erie Community College State University of New York","http://ecc.edu","NY"
"1647724905-1579","https://searchenginesmarketer.com/company/resources/university-college-list/","University of South Carolina Aiken","http://usca.edu","SC"
"1647724905-812","https://searchenginesmarketer.com/company/resources/university-college-list/","Hood College","http://hood.edu","MD"
"1647724905-1833","https://searchenginesmarketer.com/company/resources/university-college-list/","Edmonds Community College","http://edcc.edu","WA"
"1647724905-1297","https://searchenginesmarketer.com/company/resources/university-college-list/","Rockland Community College","http://sunyrockland.edu","NY"
"1647724905-1617","https://searchenginesmarketer.com/company/resources/university-college-list/","Middle Tennessee State University","http://mtsu.edu","TN"
"1647724905-1692","https://searchenginesmarketer.com/company/resources/university-college-list/","Rice University","http://rice.edu","TX"
"1647724905-76","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Advancing Technology","http://uat.edu","AZ"
"1647724905-1480","https://searchenginesmarketer.com/company/resources/university-college-list/","Lancaster Theological Seminary","http://lancasterseminary.edu","PA"
"1647724905-1524","https://searchenginesmarketer.com/company/resources/university-college-list/","University of the Arts","http://uarts.edu","PA"
"1647724905-1441","https://searchenginesmarketer.com/company/resources/university-college-list/","Bryn Mawr College","http://brynmawr.edu","PA"
"1647724905-1917","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Charleston","http://ucwv.edu","WV"
"1647724905-420","https://searchenginesmarketer.com/company/resources/university-college-list/","Rollins College","http://rollins.edu","FL"
"1647724905-713","https://searchenginesmarketer.com/company/resources/university-college-list/","Louisiana Culinary Institute","http://lci.edu","LA"
"1647724905-1301","https://searchenginesmarketer.com/company/resources/university-college-list/","Tompkins Cortland Community College","http://tc3.edu","NY"
"1647724905-178","https://searchenginesmarketer.com/company/resources/university-college-list/","International Sports Sciences Association","http://issaonline.edu","CA"
"1647724905-717","https://searchenginesmarketer.com/company/resources/university-college-list/","Louisiana State University – Eunice","http://lsue.edu","LA"
"1647724905-1840","https://searchenginesmarketer.com/company/resources/university-college-list/","Highline College","http://highline.edu","WA"
"1647724905-1846","https://searchenginesmarketer.com/company/resources/university-college-list/","Pacific Lutheran University","http://plu.edu","WA"
"1647724905-1181","https://searchenginesmarketer.com/company/resources/university-college-list/","Great Basin College","http://gbcnv.edu","NV"
"1647724905-1053","https://searchenginesmarketer.com/company/resources/university-college-list/","North Carolina State University","http://ncsu.edu","NC"
"1647724905-598","https://searchenginesmarketer.com/company/resources/university-college-list/","Resurrection University","http://resu.edu","IL"
"1647724905-244","https://searchenginesmarketer.com/company/resources/university-college-list/","University of San Diego","http://sandiego.edu","CA"
"1647724905-1022","https://searchenginesmarketer.com/company/resources/university-college-list/","Alamance Community College","http://alamancecc.edu","NC"
"1647724905-358","https://searchenginesmarketer.com/company/resources/university-college-list/","Wesleyan University","http://wesleyan.edu","CT"
"1647724905-1519","https://searchenginesmarketer.com/company/resources/university-college-list/","Susquehanna University","http://susqu.edu","PA"
"1647724905-1772","https://searchenginesmarketer.com/company/resources/university-college-list/","The Institute for the Psychological Sciences","http://ipsciences.edu","VA"
"1647724905-451","https://searchenginesmarketer.com/company/resources/university-college-list/","Central Georgia Technical College","http://centralgatech.edu","GA"
"1647724905-458","https://searchenginesmarketer.com/company/resources/university-college-list/","East Georgia State College","http://ega.edu","GA"
"1647724905-682","https://searchenginesmarketer.com/company/resources/university-college-list/","Pittsburg State University","http://pittstate.edu","KS"
"1647724905-1267","https://searchenginesmarketer.com/company/resources/university-college-list/","State University of New York at Oneonta","http://oneonta.edu","NY"
"1647724905-235","https://searchenginesmarketer.com/company/resources/university-college-list/","Pacific School of Religion","http://psr.edu","CA"
"1647724905-1849","https://searchenginesmarketer.com/company/resources/university-college-list/","Seattle University","http://seattleu.edu","WA"
"1647724905-698","https://searchenginesmarketer.com/company/resources/university-college-list/","Kentucky State University","http://kysu.edu","KY"
"1647724905-1068","https://searchenginesmarketer.com/company/resources/university-college-list/","Shaw University","http://shawu.edu","NC"
"1647724905-1877","https://searchenginesmarketer.com/company/resources/university-college-list/","Madison Area Technical College","http://madisoncollege.edu","WI"
"1647724905-421","https://searchenginesmarketer.com/company/resources/university-college-list/","Saint Leo University","http://saintleo.edu","FL"
"1647724905-918","https://searchenginesmarketer.com/company/resources/university-college-list/","Gustavus Adolphus College","http://gustavus.edu","MN"
"1647724905-1079","https://searchenginesmarketer.com/company/resources/university-college-list/","University of North Carolina Wilmington","http://uncw.edu","NC"
"1647724905-912","https://searchenginesmarketer.com/company/resources/university-college-list/","Concordia College","http://cord.edu","MN"
"1647724905-26","https://searchenginesmarketer.com/company/resources/university-college-list/","Troy University","http://troy.edu","AL"
"1647724905-1792","https://searchenginesmarketer.com/company/resources/university-college-list/","Southern Virgina University","http://svu.edu","VA"
"1647724905-99","https://searchenginesmarketer.com/company/resources/university-college-list/","California Institute of the Arts","http://calarts.edu","CA"
"1647724905-1500","https://searchenginesmarketer.com/company/resources/university-college-list/","Mount Aloysius College","http://mtaloy.edu","PA"
